fid,osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags,length,start_node,end_node
1566,"58533335",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""surface""=>""concrete""",18.9932604886989,"-80.4232542,37.2239062","-80.4232373,37.2239078"
1567,"58533335",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""surface""=>""concrete""",18.9932604886989,"-80.4232373,37.2239078","-80.4231684,37.2239286"
1568,"58533335",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""surface""=>""concrete""",18.9932604886989,"-80.4231684,37.2239286","-80.4231034,37.2239491"
1569,"58534226",,steps,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",11.2092040453282,"-80.4188406,37.2271845","-80.4187433,37.2271201"
1570,"58534227",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",12.0651755707642,"-80.4187585,37.2258339","-80.4187025,37.2258694"
1571,"58534227",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",12.0651755707642,"-80.4187025,37.2258694","-80.418741,37.2259102"
1572,"58534228",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""up"",""ramp""=>""no"",""step_count""=>""2"",""surface""=>""concrete""",4.15146660663343,"-80.4190708,37.2262352","-80.4191005,37.2262063"
1573,"58534229",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""surface""=>""concrete""",7.65563637072285,"-80.4189951,37.2261297","-80.4189408,37.2261833"
1574,"58534230",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",38.0115761599815,"-80.4197888,37.2264694","-80.4195274,37.2264302"
1575,"58534230",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",38.0115761599815,"-80.4195274,37.2264302","-80.4194779,37.2264217"
1576,"58534230",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",38.0115761599815,"-80.4194779,37.2264217","-80.4193687,37.2264028"
1577,"58534231",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",8.57875728801176,"-80.4190708,37.2262352","-80.4190486,37.2262568"
1578,"58534231",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",8.57875728801176,"-80.4190486,37.2262568","-80.4190302,37.2262748"
1579,"58534231",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",8.57875728801176,"-80.4190302,37.2262748","-80.4190544,37.2262923"
1580,"58534232",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""surface""=>""concrete""",12.7832390922848,"-80.4193858,37.2265164","-80.4194927,37.2265936"
1581,"58534233",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",12.2612762808583,"-80.4189551,37.2272315","-80.4188795,37.2272229"
1582,"58534233",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",12.2612762808583,"-80.4188795,37.2272229","-80.4188406,37.2271845"
1583,"58534235",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",37.0524697330782,"-80.4190486,37.2262568","-80.4189408,37.2261833"
1584,"58534235",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",37.0524697330782,"-80.4189408,37.2261833","-80.4187311,37.22604"
1585,"58534236",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",37.4932218105835,"-80.4189408,37.2261833","-80.4187195,37.2263956"
1586,"58534236",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",37.4932218105835,"-80.4187195,37.2263956","-80.4186566,37.2263603"
1587,"58534237",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-30"",""foot""=>""yes"",""surface""=>""concrete""",10.2793499360485,"-80.4191522,37.2262439","-80.4191231,37.2262723"
1588,"58534237",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-30"",""foot""=>""yes"",""surface""=>""concrete""",10.2793499360485,"-80.4191231,37.2262723","-80.4190708,37.2262352"
1589,"58534543",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""surface""=>""concrete""",29.0173788084685,"-80.4217135,37.2216688","-80.4217329,37.2219298"
1590,"58535273",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",81.0494866038581,"-80.41749,37.2276621","-80.4175442,37.227752"
1591,"58535273",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",81.0494866038581,"-80.4175442,37.227752","-80.417846,37.2280767"
1592,"58535273",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",81.0494866038581,"-80.417846,37.2280767","-80.4180129,37.228259"
1593,"58535274",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",78.1702566759636,"-80.4184362,37.2277202","-80.418091,37.2279354"
1594,"58535274",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",78.1702566759636,"-80.418091,37.2279354","-80.4179817,37.2279959"
1595,"58535274",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",78.1702566759636,"-80.4179817,37.2279959","-80.4179306,37.2280247"
1596,"58535274",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",78.1702566759636,"-80.4179306,37.2280247","-80.417846,37.2280767"
1597,"58535274",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",78.1702566759636,"-80.417846,37.2280767","-80.4177353,37.2281465"
1598,"58535275",,footway,,,,,,0,"""bicycle""=>""yes"",""crossing""=>""uncontrolled"",""crossing:island""=>""no"",""crossing:markings""=>""zebra"",""crossing:signals""=>""no"",""foot""=>""yes"",""footway""=>""crossing"",""surface""=>""asphalt""",12.0644694758944,"-80.4186668,37.2277432","-80.4186674,37.2276978"
1599,"58535275",,footway,,,,,,0,"""bicycle""=>""yes"",""crossing""=>""uncontrolled"",""crossing:island""=>""no"",""crossing:markings""=>""zebra"",""crossing:signals""=>""no"",""foot""=>""yes"",""footway""=>""crossing"",""surface""=>""asphalt""",12.0644694758944,"-80.4186674,37.2276978","-80.4186683,37.2276345"
1600,"58536116",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",4.1124913837819,"-80.4187615,37.229628","-80.4187509,37.2296161"
1601,"58536116",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",4.1124913837819,"-80.4187509,37.2296161","-80.4187343,37.229598"
1602,"58577057",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""footway""=>""link"",""surface""=>""asphalt""",3.19164917814222,"-80.4131848,37.226047","-80.4131612,37.2260253"
1603,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.412827,37.2266563","-80.4127715,37.2266854"
1604,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.4127715,37.2266854","-80.4127452,37.2267118"
1605,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.4127452,37.2267118","-80.4127233,37.2267504"
1606,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.4127233,37.2267504","-80.4127261,37.2267835"
1607,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.4127261,37.2267835","-80.412744,37.2268222"
1608,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.412744,37.2268222","-80.412776,37.226853"
1609,"58577059",,footway,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""",32.2035465067357,"-80.412776,37.226853","-80.4128257,37.2268771"
1610,"58577060",,footway,,,,,,0,"""bburg:dataset""=>""bike_trails"",""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",12.046671565197,"-80.4125188,37.2263128","-80.4123889,37.2262813"
1611,"58577062",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",40.8466112671246,"-80.4128591,37.226623","-80.412827,37.2266563"
1612,"58577062",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",40.8466112671246,"-80.412827,37.2266563","-80.4128257,37.2268771"
1613,"58577062",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",40.8466112671246,"-80.4128257,37.2268771","-80.4128255,37.2269823"
1614,"58744172",,steps,,,,,,0,"""bicycle""=>""no"",""foot""=>""yes"",""surface""=>""concrete""",1.42489685643069,"-80.4223707,37.2321783","-80.4223595,37.2321875"
1615,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4208515,37.2304389","-80.4211011,37.2306613"
1616,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4211011,37.2306613","-80.4211322,37.2306988"
1617,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4211322,37.2306988","-80.4211334,37.2307198"
1618,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4211334,37.2307198","-80.4211354,37.2307541"
1619,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4211354,37.2307541","-80.4213037,37.2309097"
1620,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4213037,37.2309097","-80.4213782,37.2309202"
1621,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4213782,37.2309202","-80.4214662,37.2310059"
1622,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.4214662,37.2310059","-80.421636,37.2311714"
1623,"58744174",,footway,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-14"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",114.511799651082,"-80.421636,37.2311714","-80.421664,37.2312063"
1624,"58744175",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",16.561366538728,"-80.4223595,37.2321875","-80.4223453,37.2321991"
1625,"58744175",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",16.561366538728,"-80.4223453,37.2321991","-80.4223197,37.2322269"
1626,"58744175",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",16.561366538728,"-80.4223197,37.2322269","-80.4223057,37.2322618"
1627,"58744175",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""",16.561366538728,"-80.4223057,37.2322618","-80.4222486,37.2323033"
1628,"58744176",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",28.2379636593538,"-80.4227438,37.232378","-80.4226778,37.2324266"
1629,"58744176",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",28.2379636593538,"-80.4226778,37.2324266","-80.4225549,37.2325174"
1630,"58744176",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",28.2379636593538,"-80.4225549,37.2325174","-80.422507,37.2325478"
1631,"58744177",,footway,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""footway""=>""sidewalk"",""surface""=>""concrete""",4.88728987930633,"-80.4226778,37.2324266","-80.4226422,37.232393"
1632,"58870882",Jackson Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""463;953;957;961;978"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""JACKSON"",""bburg:suffix""=>""NE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""parking:left:restriction""=>""no_parking"",""sidewalk:left""=>""separate"",""sidewalk:right""=>""no"",""surface""=>""asphalt"",""turn:lanes:backward""=>""left""",51.6107915920534,"-80.4138767,37.2306085","-80.4134484,37.2309231"
1633,"58870884",Roanoke Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1005;993;1025;959;951;937"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""ROANOKE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",471.409163831506,"-80.4123228,37.2304324","-80.4118362,37.2307521"
1634,"58870884",Roanoke Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1005;993;1025;959;951;937"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""ROANOKE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",471.409163831506,"-80.4118362,37.2307521","-80.4112072,37.2311779"
1635,"58870884",Roanoke Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1005;993;1025;959;951;937"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""ROANOKE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",471.409163831506,"-80.4112072,37.2311779","-80.4094178,37.2323858"
1636,"58870884",Roanoke Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1005;993;1025;959;951;937"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""ROANOKE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",471.409163831506,"-80.4094178,37.2323858","-80.4087473,37.2328423"
1637,"58870884",Roanoke Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1005;993;1025;959;951;937"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""ROANOKE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",471.409163831506,"-80.4087473,37.2328423","-80.4083638,37.2330987"
1638,"58870884",Roanoke Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1005;993;1025;959;951;937"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""ROANOKE"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",471.409163831506,"-80.4083638,37.2330987","-80.408273,37.2331791"
1639,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4167999,37.233701","-80.4167557,37.2336665"
1640,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4167557,37.2336665","-80.4156356,37.2328442"
1641,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4156356,37.2328442","-80.4155669,37.2327844"
1642,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4155669,37.2327844","-80.4148923,37.2321597"
1643,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4148923,37.2321597","-80.4148461,37.2321188"
1644,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4148461,37.2321188","-80.4147884,37.2320704"
1645,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4147884,37.2320704","-80.4145067,37.2318454"
1646,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4145067,37.2318454","-80.4142864,37.2316771"
1647,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.4142864,37.2316771","-80.413476,37.2309495"
1648,"58870885",Progress Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1011;1047;1100;988;467;1168;1194;1201;1215;1266"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""PROGRESS"",""bburg:suffix""=>""NE;NE;NE;NE;NW"",""bburg:type""=>""ST"",""cycleway""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",428.93028925225,"-80.413476,37.2309495","-80.4134484,37.2309231"
1649,"58870910",Owens Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1062;1077"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""OWENS"",""bburg:type""=>""ST"",""maxspeed""=>""25 mph""",193.057283733322,"-80.408273,37.2331791","-80.4081843,37.2333878"
1650,"58870910",Owens Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1062;1077"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""OWENS"",""bburg:type""=>""ST"",""maxspeed""=>""25 mph""",193.057283733322,"-80.4081843,37.2333878","-80.4081908,37.233456"
1651,"58870910",Owens Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1062;1077"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""OWENS"",""bburg:type""=>""ST"",""maxspeed""=>""25 mph""",193.057283733322,"-80.4081908,37.233456","-80.4092239,37.234641"
1652,"58870939",Harding Avenue,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""1116;1162;1203;1216;1228;1248;1269;1285;1293;1313;1328"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""HARDING"",""bburg:type""=>""AVE"",""cycleway""=>""lane"",""maxspeed""=>""25 mph""",155.407153469564,"-80.4092239,37.234641","-80.4082918,37.2358244"
1653,"59148983",Glade Road,tertiary,,,,,,4,"""bburg:id""=>""1094;1129;1113;1124;1145;1158;1160;1159;1190;1288;1242"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0;25.0;25.0;25.0;25.0;35.0;25.0;35.0;35.0"",""bburg:name""=>""GLADE"",""bburg:type""=>""RD"",""cycleway""=>""lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",249.194835988096,"-80.4384414,37.2351095","-80.4381104,37.2349924"
1654,"59148983",Glade Road,tertiary,,,,,,4,"""bburg:id""=>""1094;1129;1113;1124;1145;1158;1160;1159;1190;1288;1242"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0;25.0;25.0;25.0;25.0;35.0;25.0;35.0;35.0"",""bburg:name""=>""GLADE"",""bburg:type""=>""RD"",""cycleway""=>""lane"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""surface""=>""asphalt""",249.194835988096,"-80.4381104,37.2349924","-80.4379823,37.234954"
