fid,osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags,start_node,end_node,length
359,"49218779",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4195482,37.2277939","-80.4195162,37.2278244",4.41844349967944
360,"49218779",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4195162,37.2278244","-80.4194667,37.2278664",6.40505258386383
361,"49218780",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""tunnel""=>""building_passage""","-80.4196124,37.2277374","-80.4195482,37.2277939",8.47230408556453
362,"49224449",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-19"",""foot""=>""yes"",""surface""=>""concrete""","-80.4186484,37.2228025","-80.4189463,37.2230746",40.1366059264213
363,"49224449",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-19"",""foot""=>""yes"",""surface""=>""concrete""","-80.4189463,37.2230746","-80.4191566,37.2232667",28.3351724078503
364,"49224450",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""surface""=>""concrete""","-80.4186411,37.2257491","-80.4186552,37.2257811",3.76542785612915
365,"49224450",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""surface""=>""concrete""","-80.4186552,37.2257811","-80.4186884,37.225856",8.81928636839486
366,"49224452",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-09-03"",""foot""=>""yes"",""surface""=>""concrete""","-80.4198277,37.2268787","-80.419914,37.2267892",12.542717024747
367,"49304533",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4264162,37.2217946","-80.4263247,37.221689",14.2583016243041
368,"49304533",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4263247,37.221689","-80.4262973,37.2216529",4.68671969299554
369,"49304533",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262973,37.2216529","-80.4261533,37.2215701",15.7410725762488
370,"49304533",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4261533,37.2215701","-80.4262643,37.2214099",20.3262450299649
371,"49304536",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262574,37.2212872","-80.4265061,37.2213092",22.2075110553797
372,"49304537",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262414,37.2212305","-80.4263662,37.2211584",13.6643745195883
373,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302632,37.2302629","-80.4302114,37.2303327",9.04551141646655
374,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302114,37.2303327","-80.4307837,37.2303508",52.0481327063022
375,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4307837,37.2303508","-80.430921,37.2302997",13.6859727685857
376,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.430921,37.2302997","-80.4309551,37.2302323",8.08328395353125
377,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4309551,37.2302323","-80.4309495,37.2301122",13.3815824820834
378,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4309495,37.2301122","-80.4309202,37.2300672",5.63052040716925
379,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4309202,37.2300672","-80.4305692,37.2298849",37.5354959038127
380,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4305692,37.2298849","-80.4303982,37.2298557",15.5224373568753
381,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4303982,37.2298557","-80.4303307,37.2298512",6.01093692869507
382,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4303307,37.2298512","-80.4302998,37.2298512",2.7421594175855
383,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302998,37.2298512","-80.4301861,37.2298512",10.0900817408522
384,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4301861,37.2298512","-80.4301754,37.2298512",0.949550348900592
385,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4301754,37.2298512","-80.4299909,37.2299097",17.6133367332797
386,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299909,37.2299097","-80.4299482,37.2299839",9.40635452700247
387,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299482,37.2299839","-80.4295454,37.230098",41.448609136199
388,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4295454,37.230098","-80.4294216,37.2300964",10.9877855220861
389,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4294216,37.2300964","-80.4293654,37.2301054",5.08777820400787
390,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4293654,37.2301054","-80.4293384,37.2301167",2.70440918972905
391,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4293384,37.2301167","-80.4293181,37.2301279",2.18868979435472
392,"49887073",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4293181,37.2301279","-80.4289657,37.2303664",44.6164787149109
393,"49887074",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4309495,37.2301122","-80.431099,37.2299851",19.8756802860186
394,"49887075",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4327713,37.231427","-80.4329199,37.2309752",57.7647897615243
395,"49887075",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4329199,37.2309752","-80.4328575,37.2307731",23.1543959099445
396,"49887075",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4328575,37.2307731","-80.4327811,37.2306677",13.5294915698349
397,"49887075",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4327811,37.2306677","-80.4327227,37.2306316",6.5505979704425
398,"49887075",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4327227,37.2306316","-80.4313134,37.2303593",129.065045772053
399,"49887075",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4313134,37.2303593","-80.430921,37.2302997",35.4451886476685
400,"49887078",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4295454,37.230098","-80.4295544,37.2300559",4.74011213771854
401,"49887078",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4295544,37.2300559","-80.429561,37.2300316",2.75973003337379
402,"49887078",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.429561,37.2300316","-80.4295757,37.2300142",2.33042153029865
403,"49887078",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4295757,37.2300142","-80.4296158,37.2299913",4.39249875049419
404,"49887078",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4296158,37.2299913","-80.429608,37.2299789",1.54045258450386
405,"49887079",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4307837,37.2303508","-80.4307289,37.2302359",13.7213268359611
406,"49887079",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4307289,37.2302359","-80.4307019,37.2302044",4.23823012051367
407,"49887079",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4307019,37.2302044","-80.4302947,37.2300874",39.4820548292207
408,"49887079",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302947,37.2300874","-80.4302497,37.2300672",4.5796575166931
409,"49887079",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302497,37.2300672","-80.4301484,37.2299862",12.7164431525126
410,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302114,37.2303327","-80.4299471,37.2301402",32.6369437979933
411,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299471,37.2301402","-80.4299257,37.2300672",8.32128763817016
412,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300672","-80.4299257,37.2300647",0.277454896820844
413,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300647","-80.4299257,37.2300588",0.654793559257252
414,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300588","-80.4299257,37.2300584",0.0443927836280263
415,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300584","-80.4299257,37.2300549",0.38843685661924
416,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300549","-80.4299257,37.2300513",0.399535051825876
417,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300513","-80.4299257,37.230051",0.0332945869129531
418,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.230051","-80.4299257,37.2300504",0.0665891752370025
419,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300504","-80.4299257,37.2300502",0.0221963923324737
420,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300502","-80.4299257,37.2300276",2.50819226533715
421,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300276","-80.4299257,37.2300199",0.854561078665272
422,"49887080",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4299257,37.2300199","-80.4299482,37.2299839",4.46650786382091
423,"49887081",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4294216,37.2300964","-80.4292742,37.2300019",17.2929953582504
424,"49887081",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4292742,37.2300019","-80.4292653,37.2299835",2.18948484822993
425,"49887081",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4292653,37.2299835","-80.4292659,37.2299637",2.19808775508535
426,"49887081",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4292659,37.2299637","-80.4292835,37.2299401",3.04951263898436
427,"49887081",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4292835,37.2299401","-80.4293218,37.2299283",3.64242052697896
428,"49887082",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302632,37.2302629","-80.4302722,37.2302382",2.85523565196012
429,"49887082",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302722,37.2302382","-80.4302789,37.2302067",3.54613296771234
430,"49887082",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302789,37.2302067","-80.4302767,37.2301369",7.75130811933633
431,"49887082",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4302767,37.2301369","-80.4302497,37.2300672",8.12725764701486
432,"50031190",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4258911,37.2204698","-80.4263053,37.2206786",43.4559811338086
433,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4240412,37.2207636","-80.4240314,37.2209393",19.5717281266355
434,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4240314,37.2209393","-80.4240278,37.2209969",6.40053095131204
435,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4240278,37.2209969","-80.42403724525548,37.22102287445255",3.00210806000903
436,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.42403724525548,37.22102287445255","-80.4240422,37.2210365",1.57483069315561
437,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4240422,37.2210365","-80.424071,37.2210689",4.41174299152054
438,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.424071,37.2210689","-80.424107,37.2210959",4.38039336552742
439,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.424107,37.2210959","-80.424152,37.2210977",3.99889053994983
440,"50031191",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.424152,37.2210977","-80.4243025,37.2210503",14.3559276511362
441,"50031192",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.424152,37.2210977","-80.4241844,37.2211103",3.19758508574674
442,"50031192",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4241844,37.2211103","-80.4242132,37.2211229",2.91359845570051
443,"50031192",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4242132,37.2211229","-80.4242366,37.2211409",2.8816488177149
444,"50031192",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4242366,37.2211409","-80.4242636,37.2211679",3.83685970732785
445,"50031192",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4242636,37.2211679","-80.424228,37.2212203",6.61835056121906
446,"50031193",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4230413,37.2209514","-80.4231127,37.2210978",17.5829834556909
447,"50031193",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4231127,37.2210978","-80.4230088,37.2211269",9.77064596691565
448,"50031194",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4231127,37.2210978","-80.4231741,37.221117",5.85124230956748
449,"50031194",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4231741,37.221117","-80.423567,37.2212128",36.4559531940139
450,"50031194",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.423567,37.2212128","-80.4235995,37.2212809",8.08958906453045
451,"50031195",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2206729","-80.4251399,37.2207018",13.8320699618129
452,"50031195",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4251399,37.2207018","-80.4249954,37.2207537",14.5614073203895
453,"50031195",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4249954,37.2207537","-80.4249621,37.2206886",7.80604623800012
454,"50031195",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4249621,37.2206886","-80.4249463,37.2206196",7.78508195334038
455,"50031197",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2207935","-80.4251709,37.2208637",13.2388556643861
456,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262973,37.2216529","-80.4262643,37.2214099",27.1271499410544
457,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262643,37.2214099","-80.4262618,37.221334",8.42644007761939
458,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262618,37.221334","-80.4262574,37.2212872",5.20860791294572
459,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262574,37.2212872","-80.4262414,37.2212305",6.45090747868814
460,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4262414,37.2212305","-80.426229,37.2211896",4.67066561221235
461,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.426229,37.2211896","-80.426184,37.2211037",10.344695938571
462,"50031198",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.426184,37.2211037","-80.4261361,37.2210488",7.42945785141049
463,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4251881,37.2205802","-80.4252429,37.2205937",5.08924995614338
464,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252429,37.2205937","-80.4252681,37.2206117",2.99884329237878
465,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252681,37.2206117","-80.4252915,37.2206729",7.10251228680468
466,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2206729","-80.4252915,37.2207079",3.88436240637971
467,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2207079","-80.4252915,37.220755",5.22724201588907
468,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.220755","-80.4252915,37.2207935",4.272798707685
469,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2207935","-80.4252915,37.2207997",0.688087066819617
470,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2207997","-80.4252915,37.2208393",4.39487870385474
471,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2208393","-80.4252915,37.2208781",4.30609330369277
472,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252915,37.2208781","-80.4252717,37.2209483",7.98665312275143
473,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252717,37.2209483","-80.4252267,37.2210707",14.1591297911265
474,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4252267,37.2210707","-80.4250431,37.2213893",38.9329438831646
475,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4250431,37.2213893","-80.4249657,37.2215297",17.0289021074158
476,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4249657,37.2215297","-80.4249362,37.2215948",7.68468614875236
477,"50031199",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""lit""=>""yes"",""surface""=>""concrete""","-80.4249362,37.2215948","-80.4249198,37.2216477",6.04867911226448
478,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.422475,37.2295713","-80.4224305,37.2295962",4.81994604128881
479,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224305,37.2295962","-80.4220731,37.229838",41.5463215989066
480,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220731,37.229838","-80.4219166,37.2299438",18.186704175068
481,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4219166,37.2299438","-80.4218897,37.2299621",3.13424415067182
482,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218897,37.2299621","-80.4218835,37.2299663",0.721109108446818
483,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218835,37.2299663","-80.4217727,37.2300414",12.8899226088761
484,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217727,37.2300414","-80.421719,37.2300759",6.11311481192155
485,"50503435",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.421719,37.2300759","-80.4216835,37.2300987",4.04075268409263
486,"51753380",,path,,,,,,0,"""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""surface""=>""concrete""","-80.4232553,37.2249663","-80.4231865,37.2249881",6.567776772916
487,"51753381",,steps,,,,,,10,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""layer""=>""1"",""ramp""=>""no"",""step_count""=>""23"",""surface""=>""concrete"",""tactile_paving""=>""no""","-80.4234237,37.2249129","-80.4232553,37.2249663",16.0774504687323
488,"51753382",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""up"",""ramp""=>""no"",""surface""=>""concrete""","-80.423184,37.2285662","-80.4232516,37.2286312",9.38236702267632
489,"51753383",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""up"",""ramp""=>""no"",""step_count""=>""6"",""surface""=>""concrete"",""tactile_paving""=>""no""","-80.4229909,37.228475","-80.4230541,37.2285228",7.72006520702455
490,"51753386",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""step_count""=>""6"",""surface""=>""concrete"",""tactile_paving""=>""no""","-80.4231496,37.2284555","-80.4230869,37.2284036",8.00865212341378
491,"51754061",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225493,37.2209284","-80.4224889,37.2207342",22.2093349605662
492,"51754063",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-23"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226361,37.222953","-80.4225333,37.2232282",31.8757894203951
493,"51754063",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-02-23"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225333,37.2232282","-80.4223568,37.2235776",41.8214738060504
494,"51754064",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2023-01-30"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225473,37.2227975","-80.4227207,37.2228013",15.3952505463095
495,"51754065",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4235464,37.2223014","-80.4237178,37.222139",23.5849994790285
496,"51754065",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4237178,37.222139","-80.42391,37.2219568",26.4549665706556
497,"51754065",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.42391,37.2219568","-80.4242309,37.2218601",30.4355126365511
498,"51754065",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4242309,37.2218601","-80.4242845,37.2219715",13.2470083352453
499,"51754066",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4219635,37.2248868","-80.4219691,37.2248398",5.23977072919869
500,"51754066",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4219691,37.2248398","-80.4219882,37.2247826",6.57058182423757
501,"51754066",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4219882,37.2247826","-80.422012,37.2247474",4.44102693842737
502,"51754066",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.422012,37.2247474","-80.4220691,37.2246976",7.49845646274573
503,"51754066",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220691,37.2246976","-80.4221577,37.224636",10.4195458908406
504,"51754066",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4221577,37.224636","-80.4222474,37.2245761",10.3714908675324
505,"51754067",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220397,37.224671","-80.4220285,37.2245895",9.09947405308333
506,"51754067",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220285,37.2245895","-80.4220285,37.2245886",0.0998836706012868
507,"51754067",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220285,37.2245886","-80.4220285,37.2245833",0.588203837997093
508,"51754067",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220285,37.2245833","-80.4220285,37.2245816",0.188669155626463
509,"51754067",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4220285,37.2245816","-80.4220285,37.2245696",1.33178227154615
